ROI,Subject,Effect,Session/Partition,LocalizerSize,EffectSize
3,227_KAN_evDB_20141201c2_PL2017,AJ_lm, 1,46,3.744221
3,227_KAN_evDB_20141201c2_PL2017,AJ_lo, 1,46,2.808874
3,227_KAN_evDB_20141201c2_PL2017,V_hi, 1,46,4.129918
3,227_KAN_evDB_20141201c2_PL2017,V_hm, 1,46,5.133190
3,227_KAN_evDB_20141201c2_PL2017,V_lm, 1,46,-1.731560
3,227_KAN_evDB_20141201c2_PL2017,V_lo, 1,46,-1.125209
3,227_KAN_evDB_20141201c2_PL2017,AV_hi, 1,46,3.363760
3,227_KAN_evDB_20141201c2_PL2017,AV_hm, 1,46,2.718064
3,227_KAN_evDB_20141201c2_PL2017,AV_lm, 1,46,0.128788
3,227_KAN_evDB_20141201c2_PL2017,AV_lo, 1,46,0.598417
3,227_KAN_evDB_20141201c2_PL2017,FW_hi, 1,46,1.069755
3,227_KAN_evDB_20141201c2_PL2017,FW_lo, 1,46,5.310782
3,192_KAN_EvDB_20150211b_PL2017,N_hi, 1,46,-3.913216
3,192_KAN_EvDB_20150211b_PL2017,N_hm, 1,46,4.341282
3,192_KAN_EvDB_20150211b_PL2017,N_lm, 1,46,3.739042
3,192_KAN_EvDB_20150211b_PL2017,N_lo, 1,46,-4.201140
3,192_KAN_EvDB_20150211b_PL2017,AJ_hi, 1,46,-2.951382
3,192_KAN_EvDB_20150211b_PL2017,AJ_hm, 1,46,-4.294630
3,192_KAN_EvDB_20150211b_PL2017,AJ_lm, 1,46,-1.546934
3,192_KAN_EvDB_20150211b_PL2017,AJ_lo, 1,46,0.955198
3,192_KAN_EvDB_20150211b_PL2017,V_hi, 1,46,-3.362321
3,192_KAN_EvDB_20150211b_PL2017,V_hm, 1,46,-6.342195
3,192_KAN_EvDB_20150211b_PL2017,V_lm, 1,46,2.599706
3,192_KAN_EvDB_20150211b_PL2017,V_lo, 1,46,2.926797
3,192_KAN_EvDB_20150211b_PL2017,AV_hi, 1,46,-1.168357
3,192_KAN_EvDB_20150211b_PL2017,AV_hm, 1,46,-4.548351
3,192_KAN_EvDB_20150211b_PL2017,AV_lm, 1,46,-4.190142
3,192_KAN_EvDB_20150211b_PL2017,AV_lo, 1,46,-5.083890
3,192_KAN_EvDB_20150211b_PL2017,FW_hi, 1,46,2.038105
3,192_KAN_EvDB_20150211b_PL2017,FW_lo, 1,46,-8.323184
3,253_KAN_EvDB_20150211a_PL2017,N_hi, 1,46,4.763856
3,253_KAN_EvDB_20150211a_PL2017,N_hm, 1,46,-2.482806
3,253_KAN_EvDB_20150211a_PL2017,N_lm, 1,46,-0.044492
3,253_KAN_EvDB_20150211a_PL2017,N_lo, 1,46,4.569654
3,253_KAN_EvDB_20150211a_PL2017,AJ_hi, 1,46,2.570181
3,253_KAN_EvDB_20150211a_PL2017,AJ_hm, 1,46,5.924961
3,253_KAN_EvDB_20150211a_PL2017,AJ_lm, 1,46,0.934775
3,253_KAN_EvDB_20150211a_PL2017,AJ_lo, 1,46,-2.141988
3,253_KAN_EvDB_20150211a_PL2017,V_hi, 1,46,4.899238
3,253_KAN_EvDB_20150211a_PL2017,V_hm, 1,46,7.192211
3,253_KAN_EvDB_20150211a_PL2017,V_lm, 1,46,1.240043
3,253_KAN_EvDB_20150211a_PL2017,V_lo, 1,46,1.194986
3,253_KAN_EvDB_20150211a_PL2017,AV_hi, 1,46,3.085713
3,253_KAN_EvDB_20150211a_PL2017,AV_hm, 1,46,0.955703
3,253_KAN_EvDB_20150211a_PL2017,AV_lm, 1,46,3.641759
3,253_KAN_EvDB_20150211a_PL2017,AV_lo, 1,46,5.411077
3,253_KAN_EvDB_20150211a_PL2017,FW_hi, 1,46,-0.245983
3,253_KAN_EvDB_20150211a_PL2017,FW_lo, 1,46,7.818629
3,254_KAN_EvDB_20150211c_PL2017,N_hi, 1,46,2.158115
3,254_KAN_EvDB_20150211c_PL2017,N_hm, 1,46,0.233175
3,254_KAN_EvDB_20150211c_PL2017,N_lm, 1,46,-1.357824
3,254_KAN_EvDB_20150211c_PL2017,N_lo, 1,46,-1.587183
3,254_KAN_EvDB_20150211c_PL2017,AJ_hi, 1,46,2.539957
3,254_KAN_EvDB_20150211c_PL2017,AJ_hm, 1,46,1.372683
3,254_KAN_EvDB_20150211c_PL2017,AJ_lm, 1,46,0.652001
3,254_KAN_EvDB_20150211c_PL2017,AJ_lo, 1,46,1.977390
3,254_KAN_EvDB_20150211c_PL2017,V_hi, 1,46,-0.914061
3,254_KAN_EvDB_20150211c_PL2017,V_hm, 1,46,-0.037980
3,254_KAN_EvDB_20150211c_PL2017,V_lm, 1,46,1.816448
3,254_KAN_EvDB_20150211c_PL2017,V_lo, 1,46,0.848071
3,254_KAN_EvDB_20150211c_PL2017,AV_hi, 1,46,-2.042195
3,254_KAN_EvDB_20150211c_PL2017,AV_hm, 1,46,0.739694
3,254_KAN_EvDB_20150211c_PL2017,AV_lm, 1,46,3.572063
3,254_KAN_EvDB_20150211c_PL2017,AV_lo, 1,46,1.977925
3,254_KAN_EvDB_20150211c_PL2017,FW_hi, 1,46,0.093416
3,254_KAN_EvDB_20150211c_PL2017,FW_lo, 1,46,-1.764819
3,117_KAN_EvDB_20150217c_PL2017,N_hi, 1,46,0.755129
3,117_KAN_EvDB_20150217c_PL2017,N_hm, 1,46,1.419152
3,117_KAN_EvDB_20150217c_PL2017,N_lm, 1,46,2.382562
3,117_KAN_EvDB_20150217c_PL2017,N_lo, 1,46,1.495232
3,117_KAN_EvDB_20150217c_PL2017,AJ_hi, 1,46,0.644740
3,117_KAN_EvDB_20150217c_PL2017,AJ_hm, 1,46,0.367801
3,117_KAN_EvDB_20150217c_PL2017,AJ_lm, 1,46,1.426389
3,117_KAN_EvDB_20150217c_PL2017,AJ_lo, 1,46,3.561006
3,117_KAN_EvDB_20150217c_PL2017,V_hi, 1,46,0.352168
3,117_KAN_EvDB_20150217c_PL2017,V_hm, 1,46,-0.471305
3,117_KAN_EvDB_20150217c_PL2017,V_lm, 1,46,1.024662
3,117_KAN_EvDB_20150217c_PL2017,V_lo, 1,46,0.023637
3,117_KAN_EvDB_20150217c_PL2017,AV_hi, 1,46,-0.222140
3,117_KAN_EvDB_20150217c_PL2017,AV_hm, 1,46,0.690407
3,117_KAN_EvDB_20150217c_PL2017,AV_lm, 1,46,0.747785
3,117_KAN_EvDB_20150217c_PL2017,AV_lo, 1,46,0.040837
3,117_KAN_EvDB_20150217c_PL2017,FW_hi, 1,46,2.855579
3,117_KAN_EvDB_20150217c_PL2017,FW_lo, 1,46,0.252721
3,127_KAN_EvDB_20150217a_PL2017,N_hi, 1,46,1.913465
3,127_KAN_EvDB_20150217a_PL2017,N_hm, 1,46,0.018281
3,127_KAN_EvDB_20150217a_PL2017,N_lm, 1,46,1.348181
3,127_KAN_EvDB_20150217a_PL2017,N_lo, 1,46,2.873419
3,127_KAN_EvDB_20150217a_PL2017,AJ_hi, 1,46,0.157518
3,127_KAN_EvDB_20150217a_PL2017,AJ_hm, 1,46,-1.836739
3,127_KAN_EvDB_20150217a_PL2017,AJ_lm, 1,46,3.817520
3,127_KAN_EvDB_20150217a_PL2017,AJ_lo, 1,46,1.835550
3,127_KAN_EvDB_20150217a_PL2017,V_hi, 1,46,4.368921
3,127_KAN_EvDB_20150217a_PL2017,V_hm, 1,46,4.910796
3,127_KAN_EvDB_20150217a_PL2017,V_lm, 1,46,-1.520297
3,127_KAN_EvDB_20150217a_PL2017,V_lo, 1,46,-0.000485
3,127_KAN_EvDB_20150217a_PL2017,AV_hi, 1,46,3.077932
3,127_KAN_EvDB_20150217a_PL2017,AV_hm, 1,46,5.481543
3,127_KAN_EvDB_20150217a_PL2017,AV_lm, 1,46,1.635158
3,127_KAN_EvDB_20150217a_PL2017,AV_lo, 1,46,2.136249
3,127_KAN_EvDB_20150217a_PL2017,FW_hi, 1,46,-0.039386
3,127_KAN_EvDB_20150217a_PL2017,FW_lo, 1,46,6.494508
3,259_KAN_EvDB_20150224c_PL2017,N_hi, 1,46,1.431198
3,259_KAN_EvDB_20150224c_PL2017,N_hm, 1,46,1.707029
3,259_KAN_EvDB_20150224c_PL2017,N_lm, 1,46,2.198651
3,259_KAN_EvDB_20150224c_PL2017,N_lo, 1,46,2.822887
3,259_KAN_EvDB_20150224c_PL2017,AJ_hi, 1,46,3.210373
3,259_KAN_EvDB_20150224c_PL2017,AJ_hm, 1,46,1.634670
3,259_KAN_EvDB_20150224c_PL2017,AJ_lm, 1,46,3.554440
3,259_KAN_EvDB_20150224c_PL2017,AJ_lo, 1,46,2.553127
3,259_KAN_EvDB_20150224c_PL2017,V_hi, 1,46,1.813104
3,259_KAN_EvDB_20150224c_PL2017,V_hm, 1,46,2.559891
3,259_KAN_EvDB_20150224c_PL2017,V_lm, 1,46,1.012003
3,259_KAN_EvDB_20150224c_PL2017,V_lo, 1,46,0.628265
3,259_KAN_EvDB_20150224c_PL2017,AV_hi, 1,46,3.326247
3,259_KAN_EvDB_20150224c_PL2017,AV_hm, 1,46,3.033393
3,259_KAN_EvDB_20150224c_PL2017,AV_lm, 1,46,1.653952
3,259_KAN_EvDB_20150224c_PL2017,AV_lo, 1,46,1.296154
3,259_KAN_EvDB_20150224c_PL2017,FW_hi, 1,46,1.412790
3,259_KAN_EvDB_20150224c_PL2017,FW_lo, 1,46,3.304655
3,264_KAN_EvDB_20150310c_PL2017,N_hi, 1,46,1.400976
3,264_KAN_EvDB_20150310c_PL2017,N_hm, 1,46,2.289071
3,264_KAN_EvDB_20150310c_PL2017,N_lm, 1,46,2.228924
3,264_KAN_EvDB_20150310c_PL2017,N_lo, 1,46,0.534411
3,264_KAN_EvDB_20150310c_PL2017,AJ_hi, 1,46,2.609226
3,264_KAN_EvDB_20150310c_PL2017,AJ_hm, 1,46,2.886218
3,264_KAN_EvDB_20150310c_PL2017,AJ_lm, 1,46,3.544459
3,264_KAN_EvDB_20150310c_PL2017,AJ_lo, 1,46,2.017683
3,264_KAN_EvDB_20150310c_PL2017,V_hi, 1,46,0.828500
3,264_KAN_EvDB_20150310c_PL2017,V_hm, 1,46,2.240233
3,264_KAN_EvDB_20150310c_PL2017,V_lm, 1,46,1.808750
3,264_KAN_EvDB_20150310c_PL2017,V_lo, 1,46,-0.254670
3,264_KAN_EvDB_20150310c_PL2017,AV_hi, 1,46,1.637624
3,264_KAN_EvDB_20150310c_PL2017,AV_hm, 1,46,1.163456
3,264_KAN_EvDB_20150310c_PL2017,AV_lm, 1,46,2.309049
3,264_KAN_EvDB_20150310c_PL2017,AV_lo, 1,46,2.841838
3,264_KAN_EvDB_20150310c_PL2017,FW_hi, 1,46,4.129746
3,264_KAN_EvDB_20150310c_PL2017,FW_lo, 1,46,2.254433
4,208_KAN_evDB_20140121a_PL2017,N_hi, 1,162,0.141587
4,208_KAN_evDB_20140121a_PL2017,N_hm, 1,162,2.006743
4,208_KAN_evDB_20140121a_PL2017,N_lm, 1,162,1.847130
4,208_KAN_evDB_20140121a_PL2017,N_lo, 1,162,0.347779
4,208_KAN_evDB_20140121a_PL2017,AJ_hi, 1,162,1.311268
4,208_KAN_evDB_20140121a_PL2017,AJ_hm, 1,162,0.904063
4,208_KAN_evDB_20140121a_PL2017,AJ_lm, 1,162,0.614635
4,208_KAN_evDB_20140121a_PL2017,AJ_lo, 1,162,-0.414407
4,208_KAN_evDB_20140121a_PL2017,V_hi, 1,162,0.017898
4,208_KAN_evDB_20140121a_PL2017,V_hm, 1,162,-0.335412
4,208_KAN_evDB_20140121a_PL2017,V_lm, 1,162,1.391477
4,208_KAN_evDB_20140121a_PL2017,V_lo, 1,162,0.996855
4,208_KAN_evDB_20140121a_PL2017,AV_hi, 1,162,1.593023
4,208_KAN_evDB_20140121a_PL2017,AV_hm, 1,162,0.799477
4,208_KAN_evDB_20140121a_PL2017,AV_lm, 1,162,-0.139265
4,208_KAN_evDB_20140121a_PL2017,AV_lo, 1,162,0.494605
4,208_KAN_evDB_20140121a_PL2017,FW_hi, 1,162,1.206995
4,208_KAN_evDB_20140121a_PL2017,FW_lo, 1,162,0.921455
4,209_KAN_evDB_20140224_PL2017,N_hi, 1,162,-0.256543
4,209_KAN_evDB_20140224_PL2017,N_hm, 1,162,0.316815
4,209_KAN_evDB_20140224_PL2017,N_lm, 1,162,0.562410
4,209_KAN_evDB_20140224_PL2017,N_lo, 1,162,-1.005016
4,209_KAN_evDB_20140224_PL2017,AJ_hi, 1,162,0.343370
4,209_KAN_evDB_20140224_PL2017,AJ_hm, 1,162,1.101520
4,209_KAN_evDB_20140224_PL2017,AJ_lm, 1,162,0.679149
4,209_KAN_evDB_20140224_PL2017,AJ_lo, 1,162,-0.120423
4,209_KAN_evDB_20140224_PL2017,V_hi, 1,162,0.257811
4,209_KAN_evDB_20140224_PL2017,V_hm, 1,162,0.225610
4,209_KAN_evDB_20140224_PL2017,V_lm, 1,162,0.366993
4,209_KAN_evDB_20140224_PL2017,V_lo, 1,162,0.690668
4,209_KAN_evDB_20140224_PL2017,AV_hi, 1,162,0.631297
4,209_KAN_evDB_20140224_PL2017,AV_hm, 1,162,0.265293
4,209_KAN_evDB_20140224_PL2017,AV_lm, 1,162,0.556316
4,209_KAN_evDB_20140224_PL2017,AV_lo, 1,162,1.107366
4,209_KAN_evDB_20140224_PL2017,FW_hi, 1,162,1.284370
4,209_KAN_evDB_20140224_PL2017,FW_lo, 1,162,-1.125566
4,210_KAN_evDB_20140303a_PL2017,N_hi, 1,162,0.311944
4,210_KAN_evDB_20140303a_PL2017,N_hm, 1,162,-0.550974
4,210_KAN_evDB_20140303a_PL2017,N_lm, 1,162,0.802834
4,210_KAN_evDB_20140303a_PL2017,N_lo, 1,162,1.189114
4,210_KAN_evDB_20140303a_PL2017,AJ_hi, 1,162,-1.836681
4,210_KAN_evDB_20140303a_PL2017,AJ_hm, 1,162,-1.449465
4,210_KAN_evDB_20140303a_PL2017,AJ_lm, 1,162,0.506731
4,210_KAN_evDB_20140303a_PL2017,AJ_lo, 1,162,-0.631334
4,210_KAN_evDB_20140303a_PL2017,V_hi, 1,162,1.763467
4,210_KAN_evDB_20140303a_PL2017,V_hm, 1,162,1.136644
4,210_KAN_evDB_20140303a_PL2017,V_lm, 1,162,0.945162
4,210_KAN_evDB_20140303a_PL2017,V_lo, 1,162,0.807777
4,210_KAN_evDB_20140303a_PL2017,AV_hi, 1,162,-0.805209
4,210_KAN_evDB_20140303a_PL2017,AV_hm, 1,162,0.048409
4,210_KAN_evDB_20140303a_PL2017,AV_lm, 1,162,0.595911
4,210_KAN_evDB_20140303a_PL2017,AV_lo, 1,162,1.685635
4,210_KAN_evDB_20140303a_PL2017,FW_hi, 1,162,2.109743
4,210_KAN_evDB_20140303a_PL2017,FW_lo, 1,162,-1.508311
4,211_KAN_evDB_20140303b_PL2017,N_hi, 1,162,1.565082
4,211_KAN_evDB_20140303b_PL2017,N_hm, 1,162,-0.817234
4,211_KAN_evDB_20140303b_PL2017,N_lm, 1,162,0.175335
4,211_KAN_evDB_20140303b_PL2017,N_lo, 1,162,0.284376
4,211_KAN_evDB_20140303b_PL2017,AJ_hi, 1,162,-0.450689
4,211_KAN_evDB_20140303b_PL2017,AJ_hm, 1,162,-0.173162
4,211_KAN_evDB_20140303b_PL2017,AJ_lm, 1,162,1.234843
4,211_KAN_evDB_20140303b_PL2017,AJ_lo, 1,162,1.811240
4,211_KAN_evDB_20140303b_PL2017,V_hi, 1,162,0.759540
4,211_KAN_evDB_20140303b_PL2017,V_hm, 1,162,1.169511
4,211_KAN_evDB_20140303b_PL2017,V_lm, 1,162,-0.228275
4,211_KAN_evDB_20140303b_PL2017,V_lo, 1,162,0.503419
4,211_KAN_evDB_20140303b_PL2017,AV_hi, 1,162,0.826427
4,211_KAN_evDB_20140303b_PL2017,AV_hm, 1,162,2.156891
4,211_KAN_evDB_20140303b_PL2017,AV_lm, 1,162,0.359251
4,211_KAN_evDB_20140303b_PL2017,AV_lo, 1,162,0.250020
4,211_KAN_evDB_20140303b_PL2017,FW_hi, 1,162,-0.253997
4,211_KAN_evDB_20140303b_PL2017,FW_lo, 1,162,1.848096
4,221_KAN_evDB_20140808_PL2017,N_hi, 1,162,1.614639
4,221_KAN_evDB_20140808_PL2017,N_hm, 1,162,1.363678
4,221_KAN_evDB_20140808_PL2017,N_lm, 1,162,2.088259
4,221_KAN_evDB_20140808_PL2017,N_lo, 1,162,2.343474
4,221_KAN_evDB_20140808_PL2017,AJ_hi, 1,162,1.429385
4,221_KAN_evDB_20140808_PL2017,AJ_hm, 1,162,2.504642
4,221_KAN_evDB_20140808_PL2017,AJ_lm, 1,162,2.309833
4,221_KAN_evDB_20140808_PL2017,AJ_lo, 1,162,-0.560427
4,221_KAN_evDB_20140808_PL2017,V_hi, 1,162,1.956447
4,221_KAN_evDB_20140808_PL2017,V_hm, 1,162,1.654870
4,221_KAN_evDB_20140808_PL2017,V_lm, 1,162,1.128800
4,221_KAN_evDB_20140808_PL2017,V_lo, 1,162,1.881312
4,221_KAN_evDB_20140808_PL2017,AV_hi, 1,162,1.055925
4,221_KAN_evDB_20140808_PL2017,AV_hm, 1,162,0.806043
4,221_KAN_evDB_20140808_PL2017,AV_lm, 1,162,2.525493
4,221_KAN_evDB_20140808_PL2017,AV_lo, 1,162,2.174494
4,221_KAN_evDB_20140808_PL2017,FW_hi, 1,162,3.096130
4,221_KAN_evDB_20140808_PL2017,FW_lo, 1,162,1.524590
4,223_KAN_evDB_20140820a_PL2017,N_hi, 1,162,2.139183
4,223_KAN_evDB_20140820a_PL2017,N_hm, 1,162,1.676723
4,223_KAN_evDB_20140820a_PL2017,N_lm, 1,162,-0.934798
4,223_KAN_evDB_20140820a_PL2017,N_lo, 1,162,2.407641
4,223_KAN_evDB_20140820a_PL2017,AJ_hi, 1,162,3.379484
4,223_KAN_evDB_20140820a_PL2017,AJ_hm, 1,162,1.923454
4,223_KAN_evDB_20140820a_PL2017,AJ_lm, 1,162,-1.336409
4,223_KAN_evDB_20140820a_PL2017,AJ_lo, 1,162,-1.188514
4,223_KAN_evDB_20140820a_PL2017,V_hi, 1,162,0.068797
4,223_KAN_evDB_20140820a_PL2017,V_hm, 1,162,0.531389
4,223_KAN_evDB_20140820a_PL2017,V_lm, 1,162,2.031992
4,223_KAN_evDB_20140820a_PL2017,V_lo, 1,162,-0.169019
4,223_KAN_evDB_20140820a_PL2017,AV_hi, 1,162,-0.541068
4,223_KAN_evDB_20140820a_PL2017,AV_hm, 1,162,-0.534052
4,223_KAN_evDB_20140820a_PL2017,AV_lm, 1,162,1.442061
4,223_KAN_evDB_20140820a_PL2017,AV_lo, 1,162,2.267273
4,223_KAN_evDB_20140820a_PL2017,FW_hi, 1,162,-0.530345
4,223_KAN_evDB_20140820a_PL2017,FW_lo, 1,162,0.870278
4,214_KAN_evDB_20141103b_PL2017,N_hi, 1,162,0.288266
4,214_KAN_evDB_20141103b_PL2017,N_hm, 1,162,0.795245
4,214_KAN_evDB_20141103b_PL2017,N_lm, 1,162,0.298076
4,214_KAN_evDB_20141103b_PL2017,N_lo, 1,162,0.722398
4,214_KAN_evDB_20141103b_PL2017,AJ_hi, 1,162,1.029292
4,214_KAN_evDB_20141103b_PL2017,AJ_hm, 1,162,0.443261
4,214_KAN_evDB_20141103b_PL2017,AJ_lm, 1,162,0.345555
4,214_KAN_evDB_20141103b_PL2017,AJ_lo, 1,162,1.021331
4,214_KAN_evDB_20141103b_PL2017,V_hi, 1,162,0.485064
4,214_KAN_evDB_20141103b_PL2017,V_hm, 1,162,0.308467
4,214_KAN_evDB_20141103b_PL2017,V_lm, 1,162,0.538788
4,214_KAN_evDB_20141103b_PL2017,V_lo, 1,162,-0.205780
4,214_KAN_evDB_20141103b_PL2017,AV_hi, 1,162,0.787000
4,214_KAN_evDB_20141103b_PL2017,AV_hm, 1,162,1.146712
4,214_KAN_evDB_20141103b_PL2017,AV_lm, 1,162,0.397740
4,214_KAN_evDB_20141103b_PL2017,AV_lo, 1,162,0.406956
4,214_KAN_evDB_20141103b_PL2017,FW_hi, 1,162,-0.122868
4,214_KAN_evDB_20141103b_PL2017,FW_lo, 1,162,1.433079
4,240_KAN_evDB_20141103a_PL2017,N_hi, 1,162,0.548452
4,240_KAN_evDB_20141103a_PL2017,N_hm, 1,162,0.199488
4,240_KAN_evDB_20141103a_PL2017,N_lm, 1,162,0.437422
4,240_KAN_evDB_20141103a_PL2017,N_lo, 1,162,0.619993
4,240_KAN_evDB_20141103a_PL2017,AJ_hi, 1,162,0.165124
4,240_KAN_evDB_20141103a_PL2017,AJ_hm, 1,162,0.452237
4,240_KAN_evDB_20141103a_PL2017,AJ_lm, 1,162,2.016983
4,240_KAN_evDB_20141103a_PL2017,AJ_lo, 1,162,0.821625
4,240_KAN_evDB_20141103a_PL2017,V_hi, 1,162,0.248383
4,240_KAN_evDB_20141103a_PL2017,V_hm, 1,162,-0.216875
4,240_KAN_evDB_20141103a_PL2017,V_lm, 1,162,0.175105
4,240_KAN_evDB_20141103a_PL2017,V_lo, 1,162,1.001576
4,240_KAN_evDB_20141103a_PL2017,AV_hi, 1,162,0.504400
4,240_KAN_evDB_20141103a_PL2017,AV_hm, 1,162,-0.099283
4,240_KAN_evDB_20141103a_PL2017,AV_lm, 1,162,1.054136
4,240_KAN_evDB_20141103a_PL2017,AV_lo, 1,162,1.215077
4,240_KAN_evDB_20141103a_PL2017,FW_hi, 1,162,1.822060
4,240_KAN_evDB_20141103a_PL2017,FW_lo, 1,162,-0.497140
4,227_KAN_evDB_20141201c2_PL2017,N_hi, 1,162,1.146393
4,227_KAN_evDB_20141201c2_PL2017,N_hm, 1,162,0.499835
4,227_KAN_evDB_20141201c2_PL2017,N_lm, 1,162,0.004893
4,227_KAN_evDB_20141201c2_PL2017,N_lo, 1,162,2.376060
4,227_KAN_evDB_20141201c2_PL2017,AJ_hi, 1,162,1.299230
4,227_KAN_evDB_20141201c2_PL2017,AJ_hm, 1,162,1.031908
4,227_KAN_evDB_20141201c2_PL2017,AJ_lm, 1,162,1.234579
4,227_KAN_evDB_20141201c2_PL2017,AJ_lo, 1,162,0.564673
4,227_KAN_evDB_20141201c2_PL2017,V_hi, 1,162,0.941378
4,227_KAN_evDB_20141201c2_PL2017,V_hm, 1,162,0.766832
4,227_KAN_evDB_20141201c2_PL2017,V_lm, 1,162,-0.641330
4,227_KAN_evDB_20141201c2_PL2017,V_lo, 1,162,-0.880836
4,227_KAN_evDB_20141201c2_PL2017,AV_hi, 1,162,-0.991109
4,227_KAN_evDB_20141201c2_PL2017,AV_hm, 1,162,-0.528200
4,227_KAN_evDB_20141201c2_PL2017,AV_lm, 1,162,0.246927
4,227_KAN_evDB_20141201c2_PL2017,AV_lo, 1,162,0.444788
4,227_KAN_evDB_20141201c2_PL2017,FW_hi, 1,162,1.588655
4,227_KAN_evDB_20141201c2_PL2017,FW_lo, 1,162,1.511956
4,192_KAN_EvDB_20150211b_PL2017,N_hi, 1,162,-1.534903
4,192_KAN_EvDB_20150211b_PL2017,N_hm, 1,162,1.468601
4,192_KAN_EvDB_20150211b_PL2017,N_lm, 1,162,1.962556
4,192_KAN_EvDB_20150211b_PL2017,N_lo, 1,162,-0.799470
4,192_KAN_EvDB_20150211b_PL2017,AJ_hi, 1,162,-0.621202
4,192_KAN_EvDB_20150211b_PL2017,AJ_hm, 1,162,0.064017
4,192_KAN_EvDB_20150211b_PL2017,AJ_lm, 1,162,-0.540794
4,192_KAN_EvDB_20150211b_PL2017,AJ_lo, 1,162,-0.471407
4,192_KAN_EvDB_20150211b_PL2017,V_hi, 1,162,-0.492229
4,192_KAN_EvDB_20150211b_PL2017,V_hm, 1,162,-1.625824
4,192_KAN_EvDB_20150211b_PL2017,V_lm, 1,162,1.038032
4,192_KAN_EvDB_20150211b_PL2017,V_lo, 1,162,1.179239
4,192_KAN_EvDB_20150211b_PL2017,AV_hi, 1,162,-0.163023
4,192_KAN_EvDB_20150211b_PL2017,AV_hm, 1,162,-1.434741
4,192_KAN_EvDB_20150211b_PL2017,AV_lm, 1,162,0.377291
4,192_KAN_EvDB_20150211b_PL2017,AV_lo, 1,162,-0.563741
4,192_KAN_EvDB_20150211b_PL2017,FW_hi, 1,162,1.187177
4,192_KAN_EvDB_20150211b_PL2017,FW_lo, 1,162,-2.803743
4,253_KAN_EvDB_20150211a_PL2017,N_hi, 1,162,2.929675
4,253_KAN_EvDB_20150211a_PL2017,N_hm, 1,162,-4.085246
4,253_KAN_EvDB_20150211a_PL2017,N_lm, 1,162,-1.615580
4,253_KAN_EvDB_20150211a_PL2017,N_lo, 1,162,1.566293
4,253_KAN_EvDB_20150211a_PL2017,AJ_hi, 1,162,-0.664254
4,253_KAN_EvDB_20150211a_PL2017,AJ_hm, 1,162,3.418820
4,253_KAN_EvDB_20150211a_PL2017,AJ_lm, 1,162,-1.510983
4,253_KAN_EvDB_20150211a_PL2017,AJ_lo, 1,162,-4.133622
4,253_KAN_EvDB_20150211a_PL2017,V_hi, 1,162,3.312994
4,253_KAN_EvDB_20150211a_PL2017,V_hm, 1,162,4.563882
4,253_KAN_EvDB_20150211a_PL2017,V_lm, 1,162,1.344105
4,253_KAN_EvDB_20150211a_PL2017,V_lo, 1,162,1.853414
4,253_KAN_EvDB_20150211a_PL2017,AV_hi, 1,162,1.256171
4,253_KAN_EvDB_20150211a_PL2017,AV_hm, 1,162,-0.408838
4,253_KAN_EvDB_20150211a_PL2017,AV_lm, 1,162,2.047500
4,253_KAN_EvDB_20150211a_PL2017,AV_lo, 1,162,4.489968
4,253_KAN_EvDB_20150211a_PL2017,FW_hi, 1,162,-2.095420
4,253_KAN_EvDB_20150211a_PL2017,FW_lo, 1,162,3.814607
4,254_KAN_EvDB_20150211c_PL2017,N_hi, 1,162,-0.422394
4,254_KAN_EvDB_20150211c_PL2017,N_hm, 1,162,-0.119807
4,254_KAN_EvDB_20150211c_PL2017,N_lm, 1,162,-0.313235
4,254_KAN_EvDB_20150211c_PL2017,N_lo, 1,162,1.759809
4,254_KAN_EvDB_20150211c_PL2017,AJ_hi, 1,162,1.593177
4,254_KAN_EvDB_20150211c_PL2017,AJ_hm, 1,162,0.391222
4,254_KAN_EvDB_20150211c_PL2017,AJ_lm, 1,162,1.380158
4,254_KAN_EvDB_20150211c_PL2017,AJ_lo, 1,162,0.008633
4,254_KAN_EvDB_20150211c_PL2017,V_hi, 1,162,1.371049
4,254_KAN_EvDB_20150211c_PL2017,V_hm, 1,162,2.162362
4,254_KAN_EvDB_20150211c_PL2017,V_lm, 1,162,-0.884389
4,254_KAN_EvDB_20150211c_PL2017,V_lo, 1,162,-0.263907
4,254_KAN_EvDB_20150211c_PL2017,AV_hi, 1,162,1.597180
4,254_KAN_EvDB_20150211c_PL2017,AV_hm, 1,162,1.321271
4,254_KAN_EvDB_20150211c_PL2017,AV_lm, 1,162,-1.217805
4,254_KAN_EvDB_20150211c_PL2017,AV_lo, 1,162,-0.716404
4,254_KAN_EvDB_20150211c_PL2017,FW_hi, 1,162,-2.694147
4,254_KAN_EvDB_20150211c_PL2017,FW_lo, 1,162,2.906717
4,117_KAN_EvDB_20150217c_PL2017,N_hi, 1,162,1.130896
4,117_KAN_EvDB_20150217c_PL2017,N_hm, 1,162,-0.331160
4,117_KAN_EvDB_20150217c_PL2017,N_lm, 1,162,-0.782480
4,117_KAN_EvDB_20150217c_PL2017,N_lo, 1,162,1.003213
4,117_KAN_EvDB_20150217c_PL2017,AJ_hi, 1,162,1.102135
4,117_KAN_EvDB_20150217c_PL2017,AJ_hm, 1,162,0.543042
4,117_KAN_EvDB_20150217c_PL2017,AJ_lm, 1,162,-1.246486
4,117_KAN_EvDB_20150217c_PL2017,AJ_lo, 1,162,-0.217527
